title,author,rating,link,cover_url,genre,price,published_year
The Waves,Virginia Woolf,4.14 avg rating,https://www.goodreads.com/book/show/46114.The_Waves,,,,
The Tempest,William Shakespeare,3.78 avg rating,https://www.goodreads.com/book/show/12985.The_Tempest,,,,
Suzanne's Diary for Nicholas,James  Patterson,4.17 avg rating,https://www.goodreads.com/book/show/7494.Suzanne_s_Diary_for_Nicholas,,,,
The Client,John Grisham,4.06 avg rating,https://www.goodreads.com/book/show/5359.The_Client,,,,
"Tiger's Curse (The Tiger Saga, #1)",Colleen Houck,4.05 avg rating,https://www.goodreads.com/book/show/9284655-tiger-s-curse,,,,
Silas Marner,George Eliot,3.69 avg rating,https://www.goodreads.com/book/show/54539.Silas_Marner,,,,
"Dead Witch Walking (The Hollows, #1)",Kim Harrison,4.04 avg rating,https://www.goodreads.com/book/show/30264.Dead_Witch_Walking,,,,
Journey to the Center of the Earth,Jules Verne,3.85 avg rating,https://www.goodreads.com/book/show/32829.Journey_to_the_Center_of_the_Earth,,,,
"Fantasy Lover (Hunter Legends, #1)",Sherrilyn Kenyon,4.15 avg rating,https://www.goodreads.com/book/show/84136.Fantasy_Lover,,,,
Let the Right One In,John Ajvide Lindqvist,4.04 avg rating,https://www.goodreads.com/book/show/943402.Let_the_Right_One_In,,,,
Running with Scissors,Augusten Burroughs,3.77 avg rating,https://www.goodreads.com/book/show/242006.Running_with_Scissors,,,,
The Man in the High Castle,Philip K. Dick,3.59 avg rating,https://www.goodreads.com/book/show/216363.The_Man_in_the_High_Castle,,,,
"Lucky Son of a Gun (The Demon Accords, #19)",John Conroe,4.47 avg rating,https://www.goodreads.com/book/show/203552477-lucky-son-of-a-gun,,,,
Light in August,William Faulkner,3.94 avg rating,https://www.goodreads.com/book/show/10979.Light_in_August,,,,
Under the Whispering Door,T.J. Klune,4.11 avg rating,https://www.goodreads.com/book/show/53205888-under-the-whispering-door,,,,
"Unearthly (Unearthly, #1)",Cynthia Hand,4.01 avg rating,https://www.goodreads.com/book/show/7488244-unearthly,,,,
"Deeper Than the Dead (Vera Boyett, #1)",Debra Webb,4.05 avg rating,https://www.goodreads.com/book/show/198190467-deeper-than-the-dead,,,,
Fingersmith,Sarah Waters,4.02 avg rating,https://www.goodreads.com/book/show/8913370-fingersmith,,,,
"The Art of Avoiding Your Alpha (Wildwood, #2)",Lola Glass,3.87 avg rating,https://www.goodreads.com/book/show/208567667-the-art-of-avoiding-your-alpha,,,,
A Doll's House,Henrik Ibsen,3.77 avg rating,https://www.goodreads.com/book/show/37793.A_Doll_s_House,,,,
And the Mountains Echoed,Khaled Hosseini,4.08 avg rating,https://www.goodreads.com/book/show/16115612-and-the-mountains-echoed,,,,
"The Last of the Mohicans (The Leatherstocking Tales, #2)",James Fenimore Cooper,3.70 avg rating,https://www.goodreads.com/book/show/38296.The_Last_of_the_Mohicans,,,,
"Heartstopper: Volume Two (Heartstopper, #2)",Alice Oseman,4.51 avg rating,https://www.goodreads.com/book/show/43307358-heartstopper,,,,
The Warm Hands of Ghosts,Katherine Arden,3.96 avg rating,https://www.goodreads.com/book/show/154462576-the-warm-hands-of-ghosts,,,,
"The Art of Avoiding Your Werewolf (Wildwood, #1)",Lola Glass,3.83 avg rating,https://www.goodreads.com/book/show/205879799-the-art-of-avoiding-your-werewolf,,,,
The Pilgrim's Progress,John Bunyan,4.07 avg rating,https://www.goodreads.com/book/show/29797.The_Pilgrim_s_Progress,,,,
The Swan Lake Murders (Mary Wandwalker #4),Susan  Rowland,4.32 avg rating,https://www.goodreads.com/book/show/232101884-the-swan-lake-murders,,,,
"Blue Bloods (Blue Bloods, #1)",Melissa de la Cruz,3.70 avg rating,https://www.goodreads.com/book/show/872333.Blue_Bloods,,,,
Songs of Innocence and of Experience,William Blake,4.09 avg rating,https://www.goodreads.com/book/show/171547.Songs_of_Innocence_and_of_Experience,,,,
گم شده ای در مه,سید مرتضی مصطفوی,3.80 avg rating,https://www.goodreads.com/book/show/40941582,,,,
The Far Pavilions,M.M. Kaye,4.20 avg rating,https://www.goodreads.com/book/show/10222.The_Far_Pavilions,,,,
Smilla's Sense of Snow,Peter Høeg,3.73 avg rating,https://www.goodreads.com/book/show/124509.Smilla_s_Sense_of_Snow,,,,
Along for the Ride,Sarah Dessen,4.03 avg rating,https://www.goodreads.com/book/show/5664985-along-for-the-ride,,,,
Notes from Underground,Fyodor Dostoevsky,4.17 avg rating,https://www.goodreads.com/book/show/49455.Notes_from_Underground,,,,
Hogfather,Terry Pratchett,4.26 avg rating,https://www.goodreads.com/book/show/34532.Hogfather,,,,
"Beastly (Beastly, #1)",Alex Flinn,3.82 avg rating,https://www.goodreads.com/book/show/544891.Beastly,,,,
The Horse Whisperer,Nicholas Evans,3.86 avg rating,https://www.goodreads.com/book/show/479415.The_Horse_Whisperer,,,,
Salvager,Scott Moon,4.17 avg rating,https://www.goodreads.com/book/show/218224452-salvager,,,,
"Dirk Gently's Holistic Detective Agency (Dirk Gently, #1)",Douglas Adams,3.97 avg rating,https://www.goodreads.com/book/show/365.Dirk_Gently_s_Holistic_Detective_Agency,,,,
The Great Alone,Kristin Hannah,4.45 avg rating,https://www.goodreads.com/book/show/34912895-the-great-alone,,,,
"Hex Hall (Hex Hall, #1)",Rachel Hawkins,3.92 avg rating,https://www.goodreads.com/book/show/5287473-hex-hall,,,,
The Taming of the Shrew,William Shakespeare,3.74 avg rating,https://www.goodreads.com/book/show/47021.The_Taming_of_the_Shrew,,,,
Eleanor Oliphant Is Completely Fine,Gail Honeyman,4.23 avg rating,https://www.goodreads.com/book/show/31434883-eleanor-oliphant-is-completely-fine,,,,
A Passage to India,E.M. Forster,3.67 avg rating,https://www.goodreads.com/book/show/45195.A_Passage_to_India,,,,
The Case for Christ,Lee Strobel,4.23 avg rating,https://www.goodreads.com/book/show/73186.The_Case_for_Christ,,,,
"These Is My Words: The Diary of Sarah Agnes Prine, 1881-1901, Arizona Territories (Sarah Agnes Prine, #1)",Nancy E. Turner,4.36 avg rating,https://www.goodreads.com/book/show/348225.These_Is_My_Words,,,,
"Magician (The Riftwar Saga, #1-2)",Raymond E. Feist,4.32 avg rating,https://www.goodreads.com/book/show/43916.Magician,,,,
"Why They Stay: Sex Scandals, Deals, and Hidden Agendas of Eight Political Wives",Anne  Michaud,4.28 avg rating,https://www.goodreads.com/book/show/58524608-why-they-stay,,,,
Momo,Michael Ende,4.34 avg rating,https://www.goodreads.com/book/show/68811.Momo,,,,
Invisible Cities,Italo Calvino,4.10 avg rating,https://www.goodreads.com/book/show/9809.Invisible_Cities,,,,
Collected Fictions,Jorge Luis Borges,4.56 avg rating,https://www.goodreads.com/book/show/17961.Collected_Fictions,,,,
Get Rich or Get Lucky,Max Nowaz,4.25 avg rating,https://www.goodreads.com/book/show/33623824-get-rich-or-get-lucky,,,,
Eugene Onegin,Alexander Pushkin,4.10 avg rating,https://www.goodreads.com/book/show/27822.Eugene_Onegin,,,,
The Guardian,Nicholas Sparks,4.16 avg rating,https://www.goodreads.com/book/show/15925.The_Guardian,,,,
Saint Richard Parker,Merlin Franco,4.29 avg rating,https://www.goodreads.com/book/show/198132147-saint-richard-parker,,,,
"The Short Second Life of Bree Tanner (The Twilight Saga, #3.5)",Stephenie Meyer,3.52 avg rating,https://www.goodreads.com/book/show/7937462-the-short-second-life-of-bree-tanner,,,,
A Bend in the Road,Nicholas Sparks,4.05 avg rating,https://www.goodreads.com/book/show/3463.A_Bend_in_the_Road,,,,
"The Devil Wears Prada (The Devil Wears Prada, #1)",Lauren Weisberger,3.81 avg rating,https://www.goodreads.com/book/show/5139.The_Devil_Wears_Prada,,,,
Credence,Penelope Douglas,3.68 avg rating,https://www.goodreads.com/book/show/49084724-credence,,,,
Isabella Warrior Queen,Michael G. Kramer,4.30 avg rating,https://www.goodreads.com/book/show/162017068-isabella-warrior-queen,,,,
"Accidental Mystic (Midlife Melody, #1)",Phoebe Ravencraft,4.20 avg rating,https://www.goodreads.com/book/show/59961135-accidental-mystic,,,,
Valley of the Dolls,Jacqueline Susann,3.86 avg rating,https://www.goodreads.com/book/show/581811.Valley_of_the_Dolls,,,,
"Finding Hope in the Darkness of Grief: Spiritual Insights Expressed Through Art, Poetry and Prose",Diamante Lavendar,4.30 avg rating,https://www.goodreads.com/book/show/40593473-finding-hope-in-the-darkness-of-grief,,,,
"Percy Jackson and the Olympians (Percy Jackson and the Olympians, #1-3)",Rick Riordan,4.54 avg rating,https://www.goodreads.com/book/show/3165162-percy-jackson-and-the-olympians,,,,
Eleven Minutes,Paulo Coelho,3.72 avg rating,https://www.goodreads.com/book/show/1430.Eleven_Minutes,,,,
"God Is the Cure, Love Is the Answer: A Memoir",Aimee Cabo Nikolov,4.30 avg rating,https://www.goodreads.com/book/show/64653012-god-is-the-cure-love-is-the-answer,,,,
"Illuminae (The Illuminae Files, #1)",Amie Kaufman,4.24 avg rating,https://www.goodreads.com/book/show/23395680-illuminae,,,,
Germinal,Émile Zola,4.20 avg rating,https://www.goodreads.com/book/show/28407.Germinal,,,,
Alias Grace,Margaret Atwood,4.04 avg rating,https://www.goodreads.com/book/show/72579.Alias_Grace,,,,
"The Mercy of Gods (The Captive's War, #1)",James S.A. Corey,4.16 avg rating,https://www.goodreads.com/book/show/201930181-the-mercy-of-gods,,,,
The Runaway Bunny,Margaret Wise Brown,4.09 avg rating,https://www.goodreads.com/book/show/58922.The_Runaway_Bunny,,,,
The Razor’s Edge,W. Somerset Maugham,4.19 avg rating,https://www.goodreads.com/book/show/31196.The_Razor_s_Edge,,,,
"Jaws (Jaws, #1)",Peter Benchley,3.94 avg rating,https://www.goodreads.com/book/show/126232.Jaws,,,,
